organization,year,pubs,trailingpubs,rank,rank_unique
"Clemson University",1996,2,3,48,49
"Clemson University",1997,1,3,50,50
"Clemson University",1998,0,3,56,63
"Clemson University",1999,1,2,78,92
"Clemson University",2000,0,1,103,114
"Clemson University",2001,1,2,81,94
"Clemson University",2002,1,2,82,85
"Clemson University",2003,1,3,72,73
"Clemson University",2004,0,2,90,119
"Clemson University",2005,0,1,133,202
"Clemson University",2006,1,1,130,155
"Clemson University",2007,0,1,134,145
"Clemson University",2008,2,3,91,114
"Clemson University",2009,1,3,102,112
"Clemson University",2010,0,3,107,113
"Clemson University",2011,0,1,183,229
"Clemson University",2012,0,0,295,399
"Clemson University",2013,0,0,302,494
"Clemson University",2014,0,0,298,451
"Clemson University",2015,2,2,136,145
"Clemson University",2016,0,2,149,155
"Clemson University",2017,1,3,128,152
"Clemson University",2018,0,1,217,265
"Cleveland State University",1990,0,0,99,447
"Cleveland State University",1991,0,0,141,508
"Cleveland State University",1992,0,0,165,299
"Cleveland State University",1993,0,0,159,473
"Cleveland State University",1994,0,0,164,282
"Cleveland State University",1995,0,0,164,647
"Cleveland State University",1996,0,0,171,648
"Cleveland State University",1997,0,0,180,197
"Cleveland State University",1998,0,0,194,524
"Cleveland State University",1999,0,0,202,659
"Cleveland State University",2000,1,1,103,195
"Cleveland State University",2001,0,1,111,131
"Cleveland State University",2002,0,1,113,146
"Cleveland State University",2003,0,0,193,378
"Cleveland State University",2004,0,0,205,516
"Cleveland State University",2005,0,0,209,409
"Cleveland State University",2006,0,0,211,513
"Cleveland State University",2007,0,0,224,279
"Cleveland State University",2008,0,0,253,522
"Cleveland State University",2009,0,0,288,526
"Cleveland State University",2010,0,0,299,550
"Cleveland State University",2011,0,0,302,329
"Cleveland State University",2012,0,0,295,479
"Cleveland State University",2013,0,0,302,463
"Cleveland State University",2014,0,0,298,380
"Cleveland State University",2015,0,0,306,371
"Cleveland State University",2016,0,0,325,563
"Cleveland State University",2017,0,0,344,364
"Cleveland State University",2018,0,0,360,376
"Colgate Univeristy",1990,0,0,99,124
"Colgate Univeristy",1991,0,0,141,586
"Colgate Univeristy",1992,0,0,165,444
"Colgate Univeristy",1993,0,0,159,594
"Colgate Univeristy",1994,0,0,164,570
"Colgate Univeristy",1995,0,0,164,202
"Colgate Univeristy",1996,0,0,171,411
"Colgate Univeristy",1997,0,0,180,370
"Colgate Univeristy",1998,0,0,194,540
"Colgate Univeristy",1999,0,0,202,375
"Colgate Univeristy",2000,0,0,203,650
"Colgate Univeristy",2001,0,0,191,611
"Colgate Univeristy",2002,0,0,187,463
"Colgate Univeristy",2003,0,0,193,263
"Colgate Univeristy",2004,0,0,205,507
"Colgate Univeristy",2005,0,0,209,466
"Colgate Univeristy",2006,0,0,211,496
"Colgate Univeristy",2007,0,0,224,562
"Colgate Univeristy",2008,0,0,253,420
"Colgate Univeristy",2009,0,0,288,326
"Colgate Univeristy",2010,0,0,299,491
"Colgate Univeristy",2011,0,0,302,580
"Colgate Univeristy",2012,0,0,295,433
"Colgate Univeristy",2013,0,0,302,565
"Colgate Univeristy",2014,0,0,298,558
"Colgate Univeristy",2015,0,0,306,459
"Colgate Univeristy",2016,0,0,325,423
"Colgate Univeristy",2017,0,0,344,523
"Colgate Univeristy",2018,1,1,217,266
"College at Brockport, SUNY",1990,1,1,40,83
"College at Brockport, SUNY",1991,0,1,65,128
"College at Brockport, SUNY",1992,0,1,88,123
"College at Brockport, SUNY",1993,0,0,159,183
"College at Brockport, SUNY",1994,0,0,164,512
"College at Brockport, SUNY",1995,0,0,164,630
"College at Brockport, SUNY",1996,0,0,171,396
"College at Brockport, SUNY",1997,0,0,180,472
"College at Brockport, SUNY",1998,0,0,194,358
"College at Brockport, SUNY",1999,0,0,202,564
"College at Brockport, SUNY",2000,0,0,203,551
"College at Brockport, SUNY",2001,0,0,191,280
"College at Brockport, SUNY",2002,0,0,187,639
"College at Brockport, SUNY",2003,0,0,193,620
"College at Brockport, SUNY",2004,0,0,205,526
"College at Brockport, SUNY",2005,0,0,209,607
"College at Brockport, SUNY",2006,0,0,211,635
"College at Brockport, SUNY",2007,0,0,224,367
"College at Brockport, SUNY",2008,0,0,253,498
"College at Brockport, SUNY",2009,0,0,288,530
"College at Brockport, SUNY",2010,0,0,299,447
"College at Brockport, SUNY",2011,0,0,302,423
"College at Brockport, SUNY",2012,0,0,295,605
"College at Brockport, SUNY",2013,0,0,302,391
"College at Brockport, SUNY",2014,0,0,298,301
"College at Brockport, SUNY",2015,0,0,306,657
"College at Brockport, SUNY",2016,0,0,325,391
"College at Brockport, SUNY",2017,0,0,344,565
"College at Brockport, SUNY",2018,0,0,360,518
"College of William and Mary",1990,0,0,99,459
"College of William and Mary",1991,0,0,141,620
"College of William and Mary",1992,0,0,165,266
"College of William and Mary",1993,0,0,159,423
"College of William and Mary",1994,0,0,164,389
"College of William and Mary",1995,0,0,164,620
"College of William and Mary",1996,0,0,171,398
"College of William and Mary",1997,0,0,180,232
"College of William and Mary",1998,1,1,108,155
"College of William and Mary",1999,0,1,111,116
"College of William and Mary",2000,2,3,65,72
"College of William and Mary",2001,0,2,81,87
"College of William and Mary",2002,0,2,82,82
"College of William and Mary",2003,0,0,193,370
"College of William and Mary",2004,0,0,205,312
"College of William and Mary",2005,0,0,209,512
"College of William and Mary",2006,0,0,211,405
"College of William and Mary",2007,1,1,134,196
"College of William and Mary",2008,0,1,149,218
"College of William and Mary",2009,0,1,169,269
"College of William and Mary",2010,1,1,178,216
"College of William and Mary",2011,1,2,140,146
"College of William and Mary",2012,2,4,101,121
"College of William and Mary",2013,0,3,118,143
"College of William and Mary",2014,0,2,137,181
"College of William and Mary",2015,0,0,306,441
"College of William and Mary",2016,0,0,325,455
"College of William and Mary",2017,0,0,344,644
"College of William and Mary",2018,0,0,360,513
"Collegio Carlo Alberto",1990,0,0,99,494
"Collegio Carlo Alberto",1991,0,0,141,150
"Collegio Carlo Alberto",1992,0,0,165,180
"Collegio Carlo Alberto",1993,0,0,159,379
"Collegio Carlo Alberto",1994,0,0,164,592
"Collegio Carlo Alberto",1995,0,0,164,403
"Collegio Carlo Alberto",1996,0,0,171,330
"Collegio Carlo Alberto",1997,0,0,180,372
"Collegio Carlo Alberto",1998,0,0,194,279
"Collegio Carlo Alberto",1999,0,0,202,625
"Collegio Carlo Alberto",2000,0,0,203,442
"Collegio Carlo Alberto",2001,0,0,191,483
"Collegio Carlo Alberto",2002,0,0,187,329
"Collegio Carlo Alberto",2003,0,0,193,494
"Collegio Carlo Alberto",2004,0,0,205,348
"Collegio Carlo Alberto",2005,0,0,209,644
"Collegio Carlo Alberto",2006,0,0,211,381
"Collegio Carlo Alberto",2007,0,0,224,276
"Collegio Carlo Alberto",2008,0,0,253,635
"Collegio Carlo Alberto",2009,0,0,288,486
"Collegio Carlo Alberto",2010,0,0,299,511
"Collegio Carlo Alberto",2011,0,0,302,468
"Collegio Carlo Alberto",2012,0,0,295,560
"Collegio Carlo Alberto",2013,0,0,302,364
"Collegio Carlo Alberto",2014,1,1,182,273
"Collegio Carlo Alberto",2015,0,1,190,259
"Collegio Carlo Alberto",2016,1,2,149,192
"Collegio Carlo Alberto",2017,1,2,162,173
"Collegio Carlo Alberto",2018,1,3,138,156
"Cologne, U of",1990,0,0,99,425
"Cologne, U of",1991,0,0,141,650
"Cologne, U of",1992,0,0,165,589
"Cologne, U of",1993,0,0,159,373
"Cologne, U of",1994,0,0,164,448
"Cologne, U of",1995,0,0,164,244
"Cologne, U of",1996,0,0,171,423
"Cologne, U of",1997,0,0,180,280
"Cologne, U of",1998,0,0,194,456
"Cologne, U of",1999,0,0,202,416
"Cologne, U of",2000,0,0,203,546
"Cologne, U of",2001,0,0,191,379
"Cologne, U of",2002,0,0,187,313
"Cologne, U of",2003,0,0,193,367
"Cologne, U of",2004,0,0,205,387
"Cologne, U of",2005,0,0,209,616
"Cologne, U of",2006,0,0,211,624
"Cologne, U of",2007,0,0,224,409
"Cologne, U of",2008,1,1,149,175
"Cologne, U of",2009,1,2,119,157
"Cologne, U of",2010,0,2,132,155
"Cologne, U of",2011,1,2,140,156
"Cologne, U of",2012,0,1,183,197
"Cologne, U of",2013,1,2,144,146
"Cologne, U of",2014,1,2,137,150
"Cologne, U of",2015,1,3,124,131
"Cologne, U of",2016,0,2,149,172
"Cologne, U of",2017,0,1,215,243
"Cologne, U of",2018,1,1,217,312
"Colorado State",1990,0,0,99,349
"Colorado State",1991,0,0,141,634
"Colorado State",1992,0,0,165,396
"Colorado State",1993,0,0,159,434
"Colorado State",1994,0,0,164,206
"Colorado State",1995,0,0,164,529
"Colorado State",1996,0,0,171,585
"Colorado State",1997,0,0,180,585
"Colorado State",1998,0,0,194,501
"Colorado State",1999,0,0,202,648
"Colorado State",2000,0,0,203,438
"Colorado State",2001,0,0,191,605
"Colorado State",2002,0,0,187,398
"Colorado State",2003,0,0,193,618
"Colorado State",2004,0,0,205,300
"Colorado State",2005,0,0,209,562
"Colorado State",2006,0,0,211,351
"Colorado State",2007,0,0,224,585
"Colorado State",2008,0,0,253,416
"Colorado State",2009,0,0,288,351
"Colorado State",2010,0,0,299,629
"Colorado State",2011,0,0,302,458
"Colorado State",2012,0,0,295,658
"Colorado State",2013,0,0,302,467
"Colorado State",2014,0,0,298,414
"Colorado State",2015,1,1,190,295
"Colorado State",2016,0,1,199,292
"Colorado State",2017,0,1,215,257
"Colorado State",2018,0,0,360,617
"Colorado State University",1990,0,0,99,565
"Colorado State University",1991,0,0,141,592
"Colorado State University",1992,0,0,165,512
"Colorado State University",1993,0,0,159,557
"Colorado State University",1994,0,0,164,349
"Colorado State University",1995,0,0,164,391
"Colorado State University",1996,0,0,171,532
"Colorado State University",1997,0,0,180,392
"Colorado State University",1998,0,0,194,558
"Colorado State University",1999,0,0,202,488
"Colorado State University",2000,0,0,203,330
"Colorado State University",2001,0,0,191,259
"Colorado State University",2002,0,0,187,210
"Colorado State University",2003,0,0,193,496
"Colorado State University",2004,0,0,205,258
"Colorado State University",2005,0,0,209,371
"Colorado State University",2006,0,0,211,638
"Colorado State University",2007,0,0,224,239
"Colorado State University",2008,0,0,253,266
"Colorado State University",2009,0,0,288,529
"Colorado State University",2010,0,0,299,457
"Colorado State University",2011,0,0,302,495
"Colorado State University",2012,0,0,295,347
"Colorado State University",2013,0,0,302,596
"Colorado State University",2014,0,0,298,588
"Colorado State University",2015,0,0,306,341
"Colorado State University",2016,0,0,325,621
"Colorado State University",2017,1,1,215,272
"Colorado State University",2018,0,1,217,275
"Colorado, U. of - Boulder",1990,0,0,99,454
"Colorado, U. of - Boulder",1991,1,1,65,124
"Colorado, U. of - Boulder",1992,0,1,88,118
"Colorado, U. of - Boulder",1993,0,1,81,127
"Colorado, U. of - Boulder",1994,2,2,59,63
"Colorado, U. of - Boulder",1995,0,2,57,70
"Colorado, U. of - Boulder",1996,0,2,61,75
"Colorado, U. of - Boulder",1997,2,2,67,98
"Colorado, U. of - Boulder",1998,0,2,65,65
"Colorado, U. of - Boulder",1999,3,5,46,49
"Colorado, U. of - Boulder",2000,2,5,45,46
"Colorado, U. of - Boulder",2001,0,5,46,53
"Colorado, U. of - Boulder",2002,0,2,82,108
"Colorado, U. of - Boulder",2003,0,0,193,578
"Colorado, U. of - Boulder",2004,1,1,122,180
"Colorado, U. of - Boulder",2005,3,4,68,72
"Colorado, U. of - Boulder",2006,1,5,58,58
"Colorado, U. of - Boulder",2007,1,5,64,73
"Colorado, U. of - Boulder",2008,2,4,76,88
"Colorado, U. of - Boulder",2009,2,5,74,77
"Colorado, U. of - Boulder",2010,0,4,89,96
"Colorado, U. of - Boulder",2011,0,2,140,142
"Colorado, U. of - Boulder",2012,0,0,295,464
"Colorado, U. of - Boulder",2013,1,1,188,248
"Colorado, U. of - Boulder",2014,1,2,137,179
"Colorado, U. of - Boulder",2015,0,2,136,142
"Colorado, U. of - Boulder",2016,1,2,149,175
"Colorado, U. of - Boulder",2017,4,5,91,94
"Colorado, U. of - Boulder",2018,3,8,70,71
"Colorado, U. of - Denver",1990,0,0,99,619
"Colorado, U. of - Denver",1991,0,0,141,173
"Colorado, U. of - Denver",1992,0,0,165,208
"Colorado, U. of - Denver",1993,0,0,159,419
"Colorado, U. of - Denver",1994,0,0,164,413
"Colorado, U. of - Denver",1995,0,0,164,254
"Colorado, U. of - Denver",1996,0,0,171,394
"Colorado, U. of - Denver",1997,0,0,180,375
"Colorado, U. of - Denver",1998,0,0,194,519
"Colorado, U. of - Denver",1999,0,0,202,253
"Colorado, U. of - Denver",2000,1,1,103,191
"Colorado, U. of - Denver",2001,0,1,111,169
"Colorado, U. of - Denver",2002,0,1,113,156
"Colorado, U. of - Denver",2003,0,0,193,558
"Colorado, U. of - Denver",2004,1,1,122,122
"Colorado, U. of - Denver",2005,0,1,133,170
"Colorado, U. of - Denver",2006,0,1,130,135
"Colorado, U. of - Denver",2007,0,0,224,641
"Colorado, U. of - Denver",2008,0,0,253,330
"Colorado, U. of - Denver",2009,0,0,288,373
"Colorado, U. of - Denver",2010,0,0,299,627
"Colorado, U. of - Denver",2011,1,1,183,271
"Colorado, U. of - Denver",2012,0,1,183,216
"Colorado, U. of - Denver",2013,0,1,188,264
"Colorado, U. of - Denver",2014,1,1,182,263
"Colorado, U. of - Denver",2015,0,1,190,277
"Colorado, U. of - Denver",2016,0,1,199,263
"Colorado, U. of - Denver",2017,0,0,344,451
"Colorado, U. of - Denver",2018,0,0,360,411
"Columbia University - NY",1990,4,4,15,16
"Columbia University - NY",1991,5,9,12,12
"Columbia University - NY",1992,5,14,12,12
"Columbia University - NY",1993,4,14,12,13
"Columbia University - NY",1994,6,15,10,11
"Columbia University - NY",1995,5,15,10,10
"Columbia University - NY",1996,4,15,7,7
"Columbia University - NY",1997,4,13,14,14
"Columbia University - NY",1998,8,16,10,11
"Columbia University - NY",1999,4,16,8,9
"Columbia University - NY",2000,6,18,8,8
"Columbia University - NY",2001,10,20,7,9
"Columbia University - NY",2002,6,22,8,8
"Columbia University - NY",2003,4,20,10,10
"Columbia University - NY",2004,6,16,13,13
"Columbia University - NY",2005,6,16,13,14
"Columbia University - NY",2006,4,16,13,13
"Columbia University - NY",2007,7,17,16,17
"Columbia University - NY",2008,11,22,9,9
"Columbia University - NY",2009,8,26,11,11
"Columbia University - NY",2010,9,28,10,11
"Columbia University - NY",2011,16,33,5,5
"Columbia University - NY",2012,11,36,5,5
"Columbia University - NY",2013,10,37,6,6
"Columbia University - NY",2014,11,32,7,7
"Columbia University - NY",2015,8,29,8,8
"Columbia University - NY",2016,12,31,6,6
"Columbia University - NY",2017,9,29,7,8
"Columbia University - NY",2018,7,28,8,8
"Concordia, U. of - Montreal",1990,0,0,99,452
"Concordia, U. of - Montreal",1991,0,0,141,295
"Concordia, U. of - Montreal",1992,0,0,165,491
"Concordia, U. of - Montreal",1993,0,0,159,498
"Concordia, U. of - Montreal",1994,0,0,164,280
"Concordia, U. of - Montreal",1995,0,0,164,360
"Concordia, U. of - Montreal",1996,0,0,171,500
"Concordia, U. of - Montreal",1997,0,0,180,380
"Concordia, U. of - Montreal",1998,0,0,194,357
"Concordia, U. of - Montreal",1999,1,1,111,165
"Concordia, U. of - Montreal",2000,1,2,79,102
"Concordia, U. of - Montreal",2001,0,2,81,110
"Concordia, U. of - Montreal",2002,0,1,113,155
"Concordia, U. of - Montreal",2003,0,0,193,219
"Concordia, U. of - Montreal",2004,1,1,122,146
"Concordia, U. of - Montreal",2005,1,2,99,111
"Concordia, U. of - Montreal",2006,0,2,97,115
"Concordia, U. of - Montreal",2007,0,1,134,199
"Concordia, U. of - Montreal",2008,0,0,253,277
"Concordia, U. of - Montreal",2009,2,2,119,123
"Concordia, U. of - Montreal",2010,1,3,107,114
"Concordia, U. of - Montreal",2011,1,4,99,110
"Concordia, U. of - Montreal",2012,0,2,142,182
"Concordia, U. of - Montreal",2013,0,1,188,194
"Concordia, U. of - Montreal",2014,1,1,182,239
"Concordia, U. of - Montreal",2015,0,1,190,200
"Concordia, U. of - Montreal",2016,0,1,199,291
"Concordia, U. of - Montreal",2017,0,0,344,352
"Concordia, U. of - Montreal",2018,0,0,360,493
"Connecticut, University of",1990,2,2,28,37
"Connecticut, University of",1991,0,2,43,45
"Connecticut, University of",1992,0,2,59,87
"Connecticut, University of",1993,0,0,159,474
"Connecticut, University of",1994,1,1,84,163
"Connecticut, University of",1995,1,2,57,59
"Connecticut, University of",1996,0,2,61,79
"Connecticut, University of",1997,0,1,100,122
"Connecticut, University of",1998,0,0,194,484
"Connecticut, University of",1999,1,1,111,179
"Connecticut, University of",2000,0,1,103,150
"Connecticut, University of",2001,0,1,111,163
"Connecticut, University of",2002,0,0,187,461
"Connecticut, University of",2003,1,1,115,166
"Connecticut, University of",2004,1,2,90,92
"Connecticut, University of",2005,0,2,99,126
"Connecticut, University of",2006,0,1,130,167
"Connecticut, University of",2007,1,1,134,154
"Connecticut, University of",2008,1,2,115,127
"Connecticut, University of",2009,1,3,102,113
"Connecticut, University of",2010,0,2,132,140
"Connecticut, University of",2011,0,1,183,202
"Connecticut, University of",2012,0,0,295,451
"Connecticut, University of",2013,0,0,302,552
"Connecticut, University of",2014,0,0,298,557
"Connecticut, University of",2015,0,0,306,454
"Connecticut, University of",2016,4,4,106,118
"Connecticut, University of",2017,4,8,64,67
"Connecticut, University of",2018,1,9,63,66
"Copenhagen Business School",1990,0,0,99,513
"Copenhagen Business School",1991,0,0,141,275
"Copenhagen Business School",1992,0,0,165,287
"Copenhagen Business School",1993,0,0,159,404
"Copenhagen Business School",1994,0,0,164,281
"Copenhagen Business School",1995,0,0,164,568
"Copenhagen Business School",1996,0,0,171,471
"Copenhagen Business School",1997,0,0,180,564
"Copenhagen Business School",1998,0,0,194,312
"Copenhagen Business School",1999,0,0,202,517
"Copenhagen Business School",2000,0,0,203,230
"Copenhagen Business School",2001,0,0,191,199
"Copenhagen Business School",2002,0,0,187,305
"Copenhagen Business School",2003,0,0,193,309
"Copenhagen Business School",2004,0,0,205,468
"Copenhagen Business School",2005,0,0,209,300
"Copenhagen Business School",2006,1,1,130,201
"Copenhagen Business School",2007,0,1,134,189
"Copenhagen Business School",2008,1,2,115,120
"Copenhagen Business School",2009,2,3,102,118
"Copenhagen Business School",2010,1,4,89,104
"Copenhagen Business School",2011,2,5,89,93
"Copenhagen Business School",2012,5,8,66,66
"Copenhagen Business School",2013,7,14,33,33
"Copenhagen Business School",2014,2,14,36,36
"Copenhagen Business School",2015,3,12,44,48
"Copenhagen Business School",2016,4,9,56,60
"Copenhagen Business School",2017,2,9,57,59
"Copenhagen Business School",2018,8,14,35,38
"Copenhagen, University of",1990,0,0,99,402
"Copenhagen, University of",1991,0,0,141,431
"Copenhagen, University of",1992,0,0,165,204
"Copenhagen, University of",1993,0,0,159,632
"Copenhagen, University of",1994,0,0,164,262
"Copenhagen, University of",1995,0,0,164,182
"Copenhagen, University of",1996,0,0,171,349
"Copenhagen, University of",1997,1,1,100,143
"Copenhagen, University of",1998,0,1,108,144
"Copenhagen, University of",1999,0,1,111,149
"Copenhagen, University of",2000,1,1,103,123
"Copenhagen, University of",2001,0,1,111,158
"Copenhagen, University of",2002,0,1,113,138
"Copenhagen, University of",2003,0,0,193,651
"Copenhagen, University of",2004,0,0,205,377
"Copenhagen, University of",2005,0,0,209,429
"Copenhagen, University of",2006,1,1,130,148
"Copenhagen, University of",2007,0,1,134,191
"Copenhagen, University of",2008,0,1,149,178
"Copenhagen, University of",2009,0,0,288,296
"Copenhagen, University of",2010,0,0,299,472
"Copenhagen, University of",2011,0,0,302,405
"Copenhagen, University of",2012,0,0,295,317
"Copenhagen, University of",2013,0,0,302,388
"Copenhagen, University of",2014,0,0,298,344
"Copenhagen, University of",2015,0,0,306,401
"Copenhagen, University of",2016,0,0,325,377
"Copenhagen, University of",2017,0,0,344,642
"Copenhagen, University of",2018,1,1,217,257
"Cornell University",1990,2,2,28,29
"Cornell University",1991,6,8,14,15
"Cornell University",1992,1,9,19,21
"Cornell University",1993,3,10,19,19
"Cornell University",1994,3,7,22,23
"Cornell University",1995,4,10,17,18
"Cornell University",1996,5,12,11,12
"Cornell University",1997,3,12,16,16
"Cornell University",1998,5,13,13,13
"Cornell University",1999,4,12,16,16
"Cornell University",2000,7,16,9,9
"Cornell University",2001,1,12,14,15
"Cornell University",2002,6,14,14,15
"Cornell University",2003,3,10,24,29
"Cornell University",2004,7,16,13,14
"Cornell University",2005,6,16,13,15
"Cornell University",2006,3,16,13,14
"Cornell University",2007,4,13,20,20
"Cornell University",2008,6,13,24,26
"Cornell University",2009,10,20,15,15
"Cornell University",2010,8,24,16,16
"Cornell University",2011,7,25,15,15
"Cornell University",2012,5,20,21,23
"Cornell University",2013,6,18,25,25
"Cornell University",2014,2,13,38,41
"Cornell University",2015,6,14,36,37
"Cornell University",2016,5,13,39,42
"Cornell University",2017,11,22,15,15
"Cornell University",2018,8,24,12,13
"Creighton University (Omaha)",1990,1,1,40,65
"Creighton University (Omaha)",1991,0,1,65,69
"Creighton University (Omaha)",1992,0,1,88,128
"Creighton University (Omaha)",1993,0,0,159,575
"Creighton University (Omaha)",1994,0,0,164,595
"Creighton University (Omaha)",1995,0,0,164,344
"Creighton University (Omaha)",1996,1,1,87,93
"Creighton University (Omaha)",1997,0,1,100,166
"Creighton University (Omaha)",1998,0,1,108,187
"Creighton University (Omaha)",1999,0,0,202,368
"Creighton University (Omaha)",2000,1,1,103,202
"Creighton University (Omaha)",2001,0,1,111,119
"Creighton University (Omaha)",2002,0,1,113,127
"Creighton University (Omaha)",2003,0,0,193,659
"Creighton University (Omaha)",2004,0,0,205,332
"Creighton University (Omaha)",2005,0,0,209,620
"Creighton University (Omaha)",2006,1,1,130,137
"Creighton University (Omaha)",2007,0,1,134,173
"Creighton University (Omaha)",2008,0,1,149,206
"Creighton University (Omaha)",2009,0,0,288,438
"Creighton University (Omaha)",2010,0,0,299,546
"Creighton University (Omaha)",2011,0,0,302,342
"Creighton University (Omaha)",2012,0,0,295,316
"Creighton University (Omaha)",2013,0,0,302,453
"Creighton University (Omaha)",2014,0,0,298,306
"Creighton University (Omaha)",2015,0,0,306,564
"Creighton University (Omaha)",2016,0,0,325,545
"Creighton University (Omaha)",2017,0,0,344,615
"Creighton University (Omaha)",2018,1,1,217,285
"Cyprus, U. of",1990,0,0,99,644
"Cyprus, U. of",1991,0,0,141,270
"Cyprus, U. of",1992,0,0,165,257
"Cyprus, U. of",1993,0,0,159,526
"Cyprus, U. of",1994,0,0,164,269
"Cyprus, U. of",1995,0,0,164,325
"Cyprus, U. of",1996,0,0,171,425
"Cyprus, U. of",1997,0,0,180,612
"Cyprus, U. of",1998,0,0,194,523
"Cyprus, U. of",1999,1,1,111,196
"Cyprus, U. of",2000,0,1,103,173
"Cyprus, U. of",2001,0,1,111,186
"Cyprus, U. of",2002,0,0,187,209
"Cyprus, U. of",2003,0,0,193,308
"Cyprus, U. of",2004,0,0,205,326
"Cyprus, U. of",2005,0,0,209,599
"Cyprus, U. of",2006,0,0,211,615
"Cyprus, U. of",2007,0,0,224,635
"Cyprus, U. of",2008,0,0,253,356
"Cyprus, U. of",2009,0,0,288,564
"Cyprus, U. of",2010,0,0,299,330
"Cyprus, U. of",2011,1,1,183,215
"Cyprus, U. of",2012,0,1,183,224
"Cyprus, U. of",2013,1,2,144,159
"Cyprus, U. of",2014,0,1,182,229
"Cyprus, U. of",2015,1,2,136,136
"Cyprus, U. of",2016,0,1,199,255
"Cyprus, U. of",2017,0,1,215,300
"Cyprus, U. of",2018,0,0,360,423
"Dalhousie University",1990,0,0,99,620
"Dalhousie University",1991,0,0,141,633
"Dalhousie University",1992,0,0,165,530
"Dalhousie University",1993,0,0,159,288
"Dalhousie University",1994,0,0,164,337
"Dalhousie University",1995,0,0,164,314
"Dalhousie University",1996,0,0,171,213
"Dalhousie University",1997,0,0,180,219
"Dalhousie University",1998,0,0,194,390
"Dalhousie University",1999,0,0,202,594
"Dalhousie University",2000,0,0,203,643
"Dalhousie University",2001,0,0,191,578
"Dalhousie University",2002,0,0,187,458
"Dalhousie University",2003,0,0,193,259
"Dalhousie University",2004,0,0,205,492
"Dalhousie University",2005,0,0,209,351
"Dalhousie University",2006,0,0,211,627
"Dalhousie University",2007,0,0,224,363
"Dalhousie University",2008,0,0,253,547
"Dalhousie University",2009,0,0,288,528
"Dalhousie University",2010,0,0,299,494
"Dalhousie University",2011,1,1,183,239
"Dalhousie University",2012,0,1,183,270
"Dalhousie University",2013,0,1,188,251
"Dalhousie University",2014,0,0,298,493
"Dalhousie University",2015,0,0,306,480
"Dalhousie University",2016,0,0,325,519
"Dalhousie University",2017,0,0,344,645
"Dalhousie University",2018,0,0,360,392
"Danang, University of",1990,0,0,99,227
"Danang, University of",1991,0,0,141,369
"Danang, University of",1992,0,0,165,344
"Danang, University of",1993,0,0,159,528
"Danang, University of",1994,0,0,164,600
"Danang, University of",1995,0,0,164,504
"Danang, University of",1996,0,0,171,526
"Danang, University of",1997,0,0,180,213
"Danang, University of",1998,0,0,194,209
"Danang, University of",1999,0,0,202,287
"Danang, University of",2000,0,0,203,614
"Danang, University of",2001,0,0,191,241
"Danang, University of",2002,0,0,187,401
"Danang, University of",2003,0,0,193,242
"Danang, University of",2004,0,0,205,411
"Danang, University of",2005,0,0,209,247
"Danang, University of",2006,0,0,211,301
"Danang, University of",2007,0,0,224,485
"Danang, University of",2008,0,0,253,426
"Danang, University of",2009,0,0,288,475
"Danang, University of",2010,0,0,299,563
"Danang, University of",2011,0,0,302,356
"Danang, University of",2012,0,0,295,361
"Danang, University of",2013,0,0,302,652
"Danang, University of",2014,0,0,298,466
"Danang, University of",2015,1,1,190,232
"Danang, University of",2016,0,1,199,299
"Danang, University of",2017,0,1,215,325
"Danang, University of",2018,0,0,360,483
"Dartmouth College",1990,1,1,40,89
"Dartmouth College",1991,1,2,43,57
"Dartmouth College",1992,1,3,41,41
"Dartmouth College",1993,1,3,45,49
"Dartmouth College",1994,0,2,59,80
"Dartmouth College",1995,1,2,57,71
"Dartmouth College",1996,1,2,61,84
"Dartmouth College",1997,0,2,67,87
"Dartmouth College",1998,1,2,65,100
"Dartmouth College",1999,4,5,46,46
"Dartmouth College",2000,3,8,28,30
"Dartmouth College",2001,3,10,23,23
"Dartmouth College",2002,3,9,27,27
"Dartmouth College",2003,4,10,24,25
"Dartmouth College",2004,2,9,29,32
"Dartmouth College",2005,1,7,43,50
"Dartmouth College",2006,7,10,28,30
"Dartmouth College",2007,2,10,28,30
"Dartmouth College",2008,6,15,20,22
"Dartmouth College",2009,2,10,46,49
"Dartmouth College",2010,4,12,37,39
"Dartmouth College",2011,4,10,49,53
"Dartmouth College",2012,1,9,58,64
"Dartmouth College",2013,1,6,79,82
"Dartmouth College",2014,3,5,92,97
"Dartmouth College",2015,6,10,52,56
"Dartmouth College",2016,5,14,32,33
"Dartmouth College",2017,4,15,34,38
"Dartmouth College",2018,5,14,35,35
"DePaul University",1990,1,1,40,81
"DePaul University",1991,1,2,43,61
"DePaul University",1992,1,3,41,43
"DePaul University",1993,0,2,53,59
"DePaul University",1994,1,2,59,66
"DePaul University",1995,0,1,87,140
"DePaul University",1996,0,1,87,145
"DePaul University",1997,0,0,180,418
"DePaul University",1998,0,0,194,489
"DePaul University",1999,0,0,202,298
"DePaul University",2000,0,0,203,306
"DePaul University",2001,0,0,191,450
"DePaul University",2002,0,0,187,242
"DePaul University",2003,0,0,193,520
"DePaul University",2004,0,0,205,355
"DePaul University",2005,0,0,209,209
"DePaul University",2006,0,0,211,304
"DePaul University",2007,0,0,224,338
"DePaul University",2008,1,1,149,224
"DePaul University",2009,2,3,102,103
"DePaul University",2010,4,7,63,64
